rank	score	gene_symbol	gene_identifier
1	0.9	ZIC1	ENSG00000152977
2	0.8	PIEZO2	ENSG00000154864
3	0.7	FBN1	ENSG00000166147
4	0.6	B9D1	ENSG00000108641
4	0.6	B9D2	ENSG00000123810
4	0.6	CC2D2A	ENSG00000048342
4	0.6	CEP41	ENSG00000106477
4	0.6	C5ORF42	
4	0.6	TMEM67	ENSG00000164953
4	0.6	RPGRIP1L	ENSG00000103494
4	0.6	TCTN2	ENSG00000168778
4	0.6	TCTN3	ENSG00000119977
4	0.6	TMEM231	ENSG00000205084
4	0.6	CSPP1	ENSG00000104218
4	0.6	TCTN1	ENSG00000204852
4	0.6	NPHP3	ENSG00000113971
4	0.6	CEP290	ENSG00000198707
18	0.5	TGFβ1	
18	0.5	FN1	ENSG00000115414
18	0.5	ITGB4	ENSG00000132470
18	0.5	MPO	ENSG00000005381
18	0.5	EFEMP2	ENSG00000172638
18	0.5	ZMPSTE24	ENSG00000084073
18	0.5	ELN	ENSG00000049540
18	0.5	MFAP5	ENSG00000197614
