rank	score	gene_symbol	gene_identifier
1	0.92	ZFYVE26	ENSG00000072121
2	0.87	AARS2	ENSG00000124608
3	0.84	NIPBL	ENSG00000164190
4	0.82	AAAS	ENSG00000094914
5	0.8	VPS13B	ENSG00000132549
6	0.78	MECP2	ENSG00000169057
7	0.75	FOXG1	ENSG00000176165
8	0.73	ATM	ENSG00000149311
9	0.7	CASK	ENSG00000147044
10	0.67	COL6A3	ENSG00000163359
11	0.64	TRNV	
12	0.61	FMR1	ENSG00000102081
13	0.59	NF1	ENSG00000196712
14	0.56	DYRK1A	ENSG00000157540
15	0.53	SLC9A6	ENSG00000198689
16	0.51	NPAP1	ENSG00000185823
17	0.5	POLR3A	ENSG00000148606
