rank	score	gene_symbol	gene_identifier
1	0.9	COL1A1	ENSG00000108821
2	0.85	COL1A2	ENSG00000164692
3	0.8	IFITM5	ENSG00000206013
4	0.7	SLC26A2	ENSG00000155850
5	0.65	CRTAP	ENSG00000170275
6	0.6	P3H1	ENSG00000117385
7	0.55	PPIB	ENSG00000166794
8	0.5	FKBP10	ENSG00000141756
9	0.45	SERPINH1	ENSG00000149257
10	0.4	SP7	ENSG00000170374
11	0.35	DSPP	ENSG00000152591
12	0.3	WNT1	ENSG00000125084
13	0.25	CREB3L1	ENSG00000157613
14	0.2	TMEM38B	ENSG00000095209
15	0.15	COL1A1	ENSG00000108821
16	0.1	COL1A2	ENSG00000164692
