rank	score	gene_symbol	gene_identifier
1	0.9	SOX2	ENSG00000181449
2	0.85	FOXP2	ENSG00000128573
3	0.8	MECP2	ENSG00000169057
4	0.75	SHH	ENSG00000164690
5	0.7	CHD7	ENSG00000171316
6	0.65	OTX2	ENSG00000165588
7	0.6	MID1	ENSG00000101871
8	0.55	ATP2B3	ENSG00000067842
9	0.5	GJB2	ENSG00000165474
10	0.45	TCOF1	ENSG00000070814
11	0.4	SHOX	ENSG00000185960
12	0.35	FGFR3	ENSG00000068078
13	0.3	NOTCH1	ENSG00000148400
14	0.25	ZEB2	ENSG00000169554
15	0.2	NIPBL	ENSG00000164190
16	0.15	KANSL1	ENSG00000120071
17	0.1	CREBBP	ENSG00000005339
