rank	score	gene_symbol	gene_identifier
1	0.95	POMT1	ENSG00000130714
2	0.92	DMD	ENSG00000198947
3	0.91	POMT2	ENSG00000009830
4	0.88	SGCZ	ENSG00000185053
5	0.85	DYSF	ENSG00000135636
6	0.83	LMNA	ENSG00000160789
7	0.81	GFAP	ENSG00000131095
8	0.78	ATP2A1	ENSG00000196296
9	0.77	MYOT	ENSG00000120729
10	0.76	RYR1	ENSG00000196218
11	0.73	SELENON	ENSG00000162430
12	0.71	ANO5	ENSG00000171714
13	0.68	LAMP2	ENSG00000005893
14	0.66	GAA	ENSG00000171298
15	0.64	COL6A3	ENSG00000163359
16	0.63	DMPK	ENSG00000104936
17	0.61	SCN1A	ENSG00000144285
18	0.59	AR	ENSG00000169083
19	0.57	SMN1	ENSG00000172062
20	0.55	GJB1	ENSG00000169562
21	0.54	NEB	ENSG00000183091
22	0.52	MYH7	ENSG00000092054
23	0.51	CAPN3	ENSG00000092529
24	0.48	BIN1	ENSG00000136717
