rank	score	gene_symbol	gene_identifier
1	0.9	DMD	ENSG00000198947
2	0.8	SMN1	ENSG00000172062
2	0.8	GAA	ENSG00000171298
4	0.7	PSEN1	ENSG00000080815
4	0.7	ALPL	ENSG00000162551
6	0.6	MEN1	ENSG00000133895
6	0.6	MYOT	ENSG00000120729
6	0.6	COL1A1	ENSG00000108821
6	0.6	PTEN	ENSG00000171862
10	0.5	TP53	ENSG00000141510
10	0.5	VCP	ENSG00000165280
10	0.5	TNFRSF1B	ENSG00000028137
13	0.4	LMNA	ENSG00000160789
13	0.4	FGFR2	ENSG00000066468
13	0.4	MECP2	ENSG00000169057
16	0.3	MTM1	ENSG00000171100
16	0.3	ATP7B	ENSG00000123191
16	0.3	FLCN	ENSG00000154803
19	0.2	HFE	ENSG00000010704
19	0.2	BTK	ENSG00000010671
19	0.2	FBN1	ENSG00000166147
19	0.2	PKP2	ENSG00000057294
23	0.1	LAMA2	ENSG00000196569
23	0.1	TF	ENSG00000091513
23	0.1	TTR	ENSG00000118271
