rank	score	gene_symbol	gene_identifier
1	0.95	KMT2A	ENSG00000118058
2	0.94	ARID1B	ENSG00000049618
3	0.9	MED12	ENSG00000184634
4	0.85	HDAC8	ENSG00000147099
5	0.8	CREBBP	ENSG00000005339
5	0.8	EP300	ENSG00000100393
7	0.7	ARX	ENSG00000004848
7	0.7	MECP2	ENSG00000169057
9	0.65	RPS6KA3	ENSG00000177189
10	0.6	CDKL5	ENSG00000008086
10	0.6	FOXP1	ENSG00000114861
12	0.5	ZEB2	ENSG00000169554
12	0.5	TCF4	ENSG00000196628
14	0.4	SON	ENSG00000159140
14	0.4	STXBP1	ENSG00000136854
16	0.3	DYRK1A	ENSG00000157540
16	0.3	SYNGAP1	ENSG00000197283
18	0.2	ADNP	ENSG00000101126
18	0.2	EGR2	ENSG00000122877
