rank	score	gene_symbol	gene_identifier
1	0.95	SNCA	ENSG00000145335
2	0.9	PSEN1	ENSG00000080815
3	0.88	GBA	ENSG00000177628
4	0.86	MAPT	ENSG00000186868
5	0.84	PINK1	ENSG00000158828
6	0.8	C9orf72	ENSG00000147894
7	0.72	PRKN	ENSG00000185345
8	0.7	LRRK2	ENSG00000188906
9	0.68	PSEN2	ENSG00000143801
10	0.66	TOR1A	ENSG00000136827
11	0.64	VCP	ENSG00000165280
12	0.62	ATXN3	ENSG00000066427
13	0.6	SGCE	ENSG00000127990
14	0.58	ATP1A3	ENSG00000105409
15	0.56	GLE1	ENSG00000119392
16	0.54	APP	ENSG00000142192
17	0.52	DCTN1	ENSG00000204843
18	0.5	FUS	ENSG00000089280
19	0.48	SOD1	ENSG00000142168
20	0.46	AR	ENSG00000169083
21	0.45	TARDBP	ENSG00000120948
22	0.4	CHMP2B	ENSG00000083937
