rank	score	gene_symbol	gene_identifier
1	0.9	RYR1	ENSG00000196218
2	0.85	CACNA1C	ENSG00000151067
3	0.8	KCNQ1	ENSG00000053918
4	0.75	SCN5A	ENSG00000183873
5	0.7	LMNA	ENSG00000160789
6	0.65	ANK2	ENSG00000145362
7	0.6	KCNE1	ENSG00000180509
8	0.55	KCNE2	ENSG00000159197
9	0.5	KCNJ2	ENSG00000123700
10	0.45	KCNH2	ENSG00000055118
11	0.4	KCND3	ENSG00000171385
12	0.35	TTN	ENSG00000155657
13	0.3	SCN1A	ENSG00000144285
14	0.25	SCN2A	ENSG00000136531
15	0.2	SCN8A	ENSG00000196876
16	0.15	SCN9A	ENSG00000169432
17	0.1	SCN10A	ENSG00000185313
18	0.05	SCN11A	ENSG00000168356
