rank	score	gene_symbol	gene_identifier
1	0.8	KMT2D	ENSG00000167548
2	0.75	CHD7	ENSG00000171316
3	0.72	ASXL1	ENSG00000171456
4	0.7	CREBBP	ENSG00000005339
5	0.68	EP300	ENSG00000100393
6	0.67	SOX2	ENSG00000181449
7	0.66	ANKRD11	ENSG00000167522
8	0.65	ARID1B	ENSG00000049618
9	0.63	KDM6A	ENSG00000147050
10	0.62	MED12	ENSG00000184634
11	0.6	PHF6	ENSG00000156531
12	0.59	CASK	ENSG00000147044
13	0.57	STAG2	ENSG00000101972
14	0.56	ARID1A	ENSG00000117713
15	0.55	HDAC8	ENSG00000147099
16	0.53	SETD5	ENSG00000168137
17	0.52	FOXG1	ENSG00000176165
18	0.51	ZEB2	ENSG00000169554
