rank	score	gene_symbol	gene_identifier
1	0.96	MECP2	ENSG00000169057
2	0.93	CDKL5	ENSG00000008086
3	0.91	UBE3A	ENSG00000114062
4	0.87	SCN1A	ENSG00000144285
5	0.85	SYNGAP1	ENSG00000197283
6	0.84	FMR1	ENSG00000102081
7	0.82	PTEN	ENSG00000171862
8	0.8	TSC2	ENSG00000103197
9	0.78	ATRX	ENSG00000085224
10	0.76	STXBP1	ENSG00000136854
11	0.73	FOXG1	ENSG00000176165
12	0.69	KCNA2	ENSG00000177301
13	0.67	PCDH19	ENSG00000165194
14	0.65	GRIN2B	ENSG00000273079
15	0.62	ARX	ENSG00000004848
16	0.59	KCNQ2	ENSG00000075043
