rank	score	gene_symbol	gene_identifier
1	0.9	ASXL1	ENSG00000171456
2	0.85	KAT6B	ENSG00000156650
3	0.83	TP63	ENSG00000073282
4	0.78	SLC6A8	ENSG00000130821
5	0.77	CREBBP	ENSG00000005339
6	0.76	KMT2D	ENSG00000167548
7	0.75	ERCC2	ENSG00000104884
8	0.72	EP300	ENSG00000100393
9	0.71	FLNA	ENSG00000196924
10	0.7	FOXG1	ENSG00000176165
11	0.68	SMARCA2	ENSG00000080503
12	0.65	EIF2B5	ENSG00000145191
13	0.62	MED12	ENSG00000184634
14	0.6	EHMT1	ENSG00000181090
15	0.58	NIPBL	ENSG00000164190
16	0.56	SMARCB1	ENSG00000099956
17	0.55	AIRE	ENSG00000160224
18	0.52	SMARCA4	ENSG00000127616
19	0.5	ARID1A	ENSG00000117713
