rank	score	gene_symbol	gene_identifier
1	0.9	FGFR2	ENSG00000066468
2	0.85	FGFR3	ENSG00000068078
3	0.8	TWIST1	ENSG00000122691
4	0.75	FGFR1	ENSG00000077782
5	0.7	TGFBR1	ENSG00000106799
6	0.65	TGFBR2	ENSG00000163513
7	0.6	SMAD4	ENSG00000141646
8	0.55	CHD7	ENSG00000171316
9	0.5	SOX9	ENSG00000125398
10	0.45	SOX10	ENSG00000100146
11	0.4	SKT11	
12	0.35	FOXL2	ENSG00000183770
13	0.3	NIPBL	ENSG00000164190
14	0.25	RAD21	ENSG00000164754
15	0.2	TBX1	ENSG00000184058
16	0.15	CREBBP	ENSG00000005339
17	0.1	EP300	ENSG00000100393
