rank	score	gene_symbol	gene_identifier
1	0.91	SPG11	ENSG00000104133
2	0.88	ATP1A3	ENSG00000105409
3	0.85	FXN	ENSG00000165060
4	0.84	PLP1	ENSG00000123560
5	0.82	PANK2	ENSG00000125779
6	0.79	GCH1	ENSG00000131979
7	0.77	PARK2	ENSG00000185345
8	0.76	PARK7	ENSG00000116288
9	0.75	SNCA	ENSG00000145335
10	0.74	FMR1	ENSG00000102081
11	0.72	SPAST	ENSG00000021574
12	0.71	NR2F1	ENSG00000175745
13	0.69	SLC6A8	ENSG00000130821
14	0.68	POMGNT1	ENSG00000085998
15	0.67	ARSA	ENSG00000100299
16	0.65	KMT2B	ENSG00000272333
17	0.64	DYRK1A	ENSG00000157540
18	0.62	TUBB4A	ENSG00000104833
19	0.61	GAA	ENSG00000171298
20	0.6	HTT	ENSG00000197386
