rank	score	gene_symbol	gene_identifier
1	0.9	FGFR2	ENSG00000066468
2	0.8	COL2A1	ENSG00000139219
3	0.7	COL11A1	ENSG00000060718
4	0.6	CEBPZ	ENSG00000115816
4	0.6	COL11A2	ENSG00000204248
4	0.6	FGFR3	ENSG00000068078
7	0.5	PITX1	ENSG00000069011
7	0.5	GDF5	ENSG00000125965
7	0.5	COL9A1	ENSG00000112280
10	0.4	SMAD3	ENSG00000166949
10	0.4	FBN1	ENSG00000166147
10	0.4	PRKG2	ENSG00000138669
13	0.3	POLR3A	ENSG00000148606
13	0.3	COL9A3	ENSG00000092758
13	0.3	POLR3B	ENSG00000013503
16	0.2	ACAN	ENSG00000157766
17	0.1	BAG3	ENSG00000151929
