rank	score	gene_symbol	gene_identifier
1	0.95	SPAST	ENSG00000021574
2	0.9	SPG7	ENSG00000197912
3	0.85	FXN	ENSG00000165060
4	0.8	KIF1A	ENSG00000130294
5	0.75	MFN2	ENSG00000116688
6	0.7	SPG11	ENSG00000104133
7	0.65	PMP22	ENSG00000109099
8	0.6	ATP7A	ENSG00000165240
9	0.55	SOD1	ENSG00000142168
10	0.5	CYP27A1	ENSG00000135929
11	0.45	ALS2	ENSG00000003393
12	0.4	PANK2	ENSG00000125779
13	0.35	SYNE1	ENSG00000131018
14	0.3	PLP1	ENSG00000123560
15	0.25	TTR	ENSG00000118271
16	0.2	POLG	ENSG00000140521
17	0.15	SLC52A3	ENSG00000101276
18	0.1	ABCD1	ENSG00000101986
