rank	score	gene_symbol	gene_identifier
1	0.9	MECP2	ENSG00000169057
2	0.85	SYNGAP1	ENSG00000197283
3	0.8	SLC6A8	ENSG00000130821
4	0.75	UBE3A	ENSG00000114062
5	0.7	ARX	ENSG00000004848
6	0.65	ATRX	ENSG00000085224
7	0.6	ZEB2	ENSG00000169554
8	0.55	SMC1A	ENSG00000072501
9	0.5	SOX3	ENSG00000134595
10	0.45	TSC2	ENSG00000103197
11	0.4	HNK1	
12	0.35	CTNNB1	ENSG00000168036
13	0.3	DDX3X	ENSG00000215301
14	0.25	FMR1	ENSG00000102081
15	0.2	CDKL5	ENSG00000008086
16	0.15	PATJ	ENSG00000132849
17	0.1	PCDH19	ENSG00000165194
