rank	score	gene_symbol	gene_identifier
1	0.9	FGFR3	ENSG00000068078
2	0.85	TP63	ENSG00000073282
3	0.8	SOX3	ENSG00000134595
4	0.75	TBX4	ENSG00000121075
5	0.7	TBX5	ENSG00000089225
6	0.65	COL11A2	ENSG00000204248
7	0.6	SHOX	ENSG00000185960
8	0.55	FOXL2	ENSG00000183770
9	0.5	FOXP2	ENSG00000128573
10	0.45	NRAS	ENSG00000213281
11	0.4	COL1A1	ENSG00000108821
12	0.35	SALL1	ENSG00000103449
13	0.3	SALL4	ENSG00000101115
14	0.25	RET	ENSG00000165731
15	0.2	MSX1	ENSG00000163132
16	0.15	KMT2D	ENSG00000167548
17	0.1	PTCH1	ENSG00000185920
