rank	score	gene_symbol	gene_identifier
1	0.95	DNAH11	ENSG00000105877
2	0.92	DNAAF1	ENSG00000154099
3	0.91	ZIC3	ENSG00000156925
4	0.88	FOXH1	ENSG00000160973
5	0.86	DNAI1	ENSG00000122735
6	0.85	PKD1	ENSG00000008710
6	0.85	DNAI2	ENSG00000171595
8	0.82	CFC1	ENSG00000136698
9	0.81	ACVR2B	ENSG00000114739
10	0.8	LEFTY2	ENSG00000143768
11	0.78	NODAL	ENSG00000156574
12	0.76	GATA4	ENSG00000136574
13	0.75	PITX2	ENSG00000164093
14	0.73	NKX2-5	ENSG00000183072
15	0.71	GDF1	ENSG00000130283
16	0.7	GATA6	ENSG00000141448
17	0.69	TBX5	ENSG00000089225
18	0.68	CRELD1	ENSG00000163703
19	0.66	TBX20	ENSG00000164532
20	0.65	DAND5	ENSG00000179284
