rank	score	gene_symbol	gene_identifier
1	0.9	MECP2	ENSG00000169057
2	0.85	FOXG1	ENSG00000176165
3	0.8	UBE3A	ENSG00000114062
4	0.75	CDKL5	ENSG00000008086
5	0.7	POMGNT1	ENSG00000085998
6	0.65	ARX	ENSG00000004848
7	0.6	ADNP	ENSG00000101126
8	0.55	SLC2A1	ENSG00000117394
9	0.5	SCN1A	ENSG00000144285
10	0.45	STXBP1	ENSG00000136854
11	0.4	PRRT2	ENSG00000167371
12	0.35	GRIN2A	ENSG00000183454
13	0.3	GRIN2B	ENSG00000273079
14	0.25	SLC6A1	ENSG00000157103
15	0.2	SYNGAP1	ENSG00000197283
16	0.15	DLG3	ENSG00000082458
17	0.1	TSC1	ENSG00000165699
