rank	score	gene_symbol	gene_identifier
1	0.85	KAT6B	ENSG00000156650
1	0.85	FOXP1	ENSG00000114861
3	0.82	SOX11	ENSG00000176887
4	0.81	ALDH18A1	ENSG00000059573
4	0.81	TUBA1A	ENSG00000167552
6	0.8	GPR56	ENSG00000205336
6	0.8	FLNA	ENSG00000196924
8	0.79	COL4A1	ENSG00000187498
9	0.78	ACTG1	ENSG00000184009
10	0.77	EFTUD2	ENSG00000108883
11	0.76	SMC3	ENSG00000108055
11	0.76	FOXF1	ENSG00000103241
13	0.75	PAX6	ENSG00000007372
13	0.75	TCOF1	ENSG00000070814
15	0.74	CHD7	ENSG00000171316
16	0.73	KIF1A	ENSG00000130294
17	0.72	SOX5	ENSG00000134532
18	0.71	FGFR1	ENSG00000077782
19	0.7	CDON	ENSG00000064309
19	0.7	HNRNPK	ENSG00000165119
21	0.69	CREBBP	ENSG00000005339
22	0.68	ZEB2	ENSG00000169554
23	0.67	PTCH1	ENSG00000185920
24	0.66	FBN1	ENSG00000166147
25	0.65	EHMT1	ENSG00000181090
25	0.65	POMT1	ENSG00000130714
27	0.64	DYRK1A	ENSG00000157540
28	0.63	MEF2C	ENSG00000081189
29	0.62	SETBP1	ENSG00000152217
30	0.61	NF1	ENSG00000196712
31	0.6	RERE	ENSG00000142599
