rank	score	gene_symbol	gene_identifier
1	0.9	SCN1A	ENSG00000144285
2	0.85	SLC2A1	ENSG00000117394
3	0.8	ARX	ENSG00000004848
4	0.75	CDKL5	ENSG00000008086
5	0.7	MECP2	ENSG00000169057
6	0.65	STXBP1	ENSG00000136854
7	0.6	KCNT1	ENSG00000107147
8	0.55	FOXG1	ENSG00000176165
9	0.5	PLCB1	ENSG00000182621
10	0.45	TSC2	ENSG00000103197
11	0.4	TSC1	ENSG00000165699
12	0.35	UBE3A	ENSG00000114062
13	0.3	GABRA1	ENSG00000022355
14	0.25	PNKP	ENSG00000039650
15	0.2	PCDH19	ENSG00000165194
16	0.15	SPTAN1	ENSG00000197694
17	0.1	ALG13	ENSG00000101901
