rank	score	gene_symbol	gene_identifier
1	0.9	22q11.2	
2	0.8	TBX1	ENSG00000184058
3	0.7	MYCN	ENSG00000134323
4	0.6	JAG1	ENSG00000101384
4	0.6	EHMT1	ENSG00000181090
6	0.5	KANSL1	ENSG00000120071
6	0.5	MED12	ENSG00000184634
6	0.5	KMT2A	ENSG00000118058
9	0.4	GATA4	ENSG00000136574
9	0.4	NKX2-5	ENSG00000183072
9	0.4	ZEB2	ENSG00000169554
9	0.4	SOX11	ENSG00000176887
13	0.3	PURA	ENSG00000185129
13	0.3	MECP2	ENSG00000169057
13	0.3	FOXP1	ENSG00000114861
13	0.3	TCF4	ENSG00000196628
17	0.2	CREBBP	ENSG00000005339
17	0.2	EP300	ENSG00000100393
