rank	score	gene_symbol	gene_identifier
1	0.9	MECP2	ENSG00000169057
2	0.85	FMR1	ENSG00000102081
3	0.8	SHANK3	ENSG00000251322
4	0.75	NLGN4X	ENSG00000146938
5	0.7	UBE3A	ENSG00000114062
6	0.65	TSC1	ENSG00000165699
6	0.65	TSC2	ENSG00000103197
8	0.6	PTEN	ENSG00000171862
9	0.55	SCN2A	ENSG00000136531
10	0.5	CNTNAP2	ENSG00000174469
11	0.45	NRXN1	ENSG00000179915
12	0.4	CHD8	ENSG00000100888
13	0.35	ADNP	ENSG00000101126
14	0.3	SYNGAP1	ENSG00000197283
15	0.25	DYRK1A	ENSG00000157540
16	0.2	GRIN2B	ENSG00000273079
