rank	score	gene_symbol	gene_identifier
1	0.95	POLG	ENSG00000140521
2	0.9	SURF1	ENSG00000148290
3	0.85	MT-ATP6	ENSG00000198899
4	0.8	TWNK	ENSG00000107815
5	0.75	RRM2B	ENSG00000048392
5	0.75	TK2	ENSG00000166548
7	0.7	DGUOK	ENSG00000114956
8	0.65	MPV17	ENSG00000115204
9	0.6	SUCLA2	ENSG00000136143
9	0.6	SUCLG1	ENSG00000163541
11	0.55	SCO2	ENSG00000284194
12	0.5	NDUFS1	ENSG00000023228
12	0.5	NDUFS4	ENSG00000164258
12	0.5	NDUFS8	ENSG00000110717
12	0.5	NDUFV1	ENSG00000167792
12	0.5	SDHA	ENSG00000073578
17	0.45	SDHB	ENSG00000117118
18	0.4	FOXRED1	ENSG00000110074
18	0.4	ACAD9	ENSG00000177646
20	0.35	TMEM126B	ENSG00000171204
21	0.3	FBXL4	ENSG00000112234
22	0.25	AGK	ENSG00000006530
23	0.2	C12orf65	ENSG00000130921
24	0.15	RMND1	ENSG00000155906
25	0.1	TSFM	ENSG00000123297
