rank	score	gene_symbol	gene_identifier
1	0.9	MYH7	ENSG00000092054
2	0.88	TNNT2	ENSG00000118194
3	0.85	TPM1	ENSG00000140416
4	0.83	MYBPC3	ENSG00000134571
5	0.82	TNNI3	ENSG00000129991
6	0.8	ACTC1	ENSG00000159251
7	0.78	LMNA	ENSG00000160789
8	0.77	TTN	ENSG00000155657
9	0.75	SCN5A	ENSG00000183873
10	0.73	MYL2	ENSG00000111245
11	0.7	MYL3	ENSG00000160808
12	0.68	LDB3	ENSG00000122367
13	0.65	RYR2	ENSG00000198626
14	0.63	CSX/NKX2-5	
15	0.6	ACTN2	ENSG00000077522
16	0.58	PLN	ENSG00000198523
17	0.55	PRDM16	ENSG00000142611
18	0.52	DES	ENSG00000175084
19	0.5	CRYAB	ENSG00000109846
