rank	score	gene_symbol	gene_identifier
1	0.9	SYNGAP1	ENSG00000197283
2	0.85	MECP2	ENSG00000169057
3	0.8	CDKL5	ENSG00000008086
4	0.75	FOXG1	ENSG00000176165
5	0.7	UBE3A	ENSG00000114062
5	0.7	MEF2C	ENSG00000081189
5	0.7	SCN1A	ENSG00000144285
8	0.65	ARX	ENSG00000004848
9	0.6	SLC6A1	ENSG00000157103
9	0.6	STXBP1	ENSG00000136854
9	0.6	TSC1	ENSG00000165699
9	0.6	TSC2	ENSG00000103197
13	0.5	PURA	ENSG00000185129
13	0.5	DYRK1A	ENSG00000157540
13	0.5	SPTAN1	ENSG00000197694
13	0.5	PAK3	ENSG00000077264
13	0.5	FMR1	ENSG00000102081
13	0.5	GABRB3	ENSG00000166206
13	0.5	DMD	ENSG00000198947
20	0.4	KCNT1	ENSG00000107147
20	0.4	CHD2	ENSG00000173575
20	0.4	CNTNAP2	ENSG00000174469
