rank	score	gene_symbol	gene_identifier
1	0.9	POLG	ENSG00000140521
2	0.8	SURF1	ENSG00000148290
3	0.7	MT-ATP6	ENSG00000198899
3	0.7	NDUFS1	ENSG00000023228
3	0.7	NDUFS4	ENSG00000164258
6	0.6	SCO2	ENSG00000284194
6	0.6	PDHA1	ENSG00000131828
8	0.5	PANK2	ENSG00000125779
8	0.5	DLD	ENSG00000091140
10	0.4	FH	ENSG00000091483
10	0.4	SDHA	ENSG00000073578
10	0.4	MPV17	ENSG00000115204
13	0.3	DGUOK	ENSG00000114956
13	0.3	TYMP	ENSG00000025708
13	0.3	RRM2B	ENSG00000048392
16	0.2	SUCLA2	ENSG00000136143
16	0.2	SUCLG1	ENSG00000163541
18	0.1	ABAT	ENSG00000183044
