rank	score	gene_symbol	gene_identifier
1	0.9	PAX6	ENSG00000007372
2	0.8	FOXC1	ENSG00000054598
3	0.7	SOX2	ENSG00000181449
4	0.6	OTX2	ENSG00000165588
4	0.6	BCOR	ENSG00000183337
6	0.5	CHD7	ENSG00000171316
6	0.5	IHH	ENSG00000163501
8	0.4	CREBBP	ENSG00000005339
8	0.4	KMT2D	ENSG00000167548
10	0.3	EP300	ENSG00000100393
10	0.3	TP63	ENSG00000073282
10	0.3	FGFR2	ENSG00000066468
13	0.2	FGFR3	ENSG00000068078
13	0.2	TGFBR2	ENSG00000163513
13	0.2	EFTUD2	ENSG00000108883
16	0.1	CBL	ENSG00000110395
16	0.1	PTEN	ENSG00000171862
