rank	score	gene_symbol	gene_identifier
1	0.9	OCA2	ENSG00000104044
2	0.85	TYR	ENSG00000077498
3	0.8	MITF	ENSG00000187098
4	0.75	GPR143	ENSG00000101850
5	0.7	TYRP1	ENSG00000107165
6	0.65	SLC45A2	ENSG00000164175
7	0.6	PAX3	ENSG00000135903
8	0.55	SOX10	ENSG00000100146
9	0.5	EDNRB	ENSG00000136160
10	0.45	KIT	ENSG00000157404
11	0.4	EDN3	ENSG00000124205
12	0.35	SNAP29	ENSG00000099940
13	0.3	BLOC1S6	ENSG00000104164
14	0.25	DTNBP1	ENSG00000047579
15	0.2	HPS3	ENSG00000163755
16	0.15	HPS4	ENSG00000100099
17	0.1	HPS5	ENSG00000110756
18	0.05	HPS6	ENSG00000166189
