rank	score	gene_symbol	gene_identifier
1	0.95	PTEN	ENSG00000171862
2	0.85	SOTOS1	
2	0.85	NSD1	ENSG00000165671
4	0.75	ABCA12	ENSG00000144452
5	0.7	DYRK1A	ENSG00000157540
6	0.65	FGFR3	ENSG00000068078
7	0.6	KMT2E	ENSG00000005483
7	0.6	CREBBP	ENSG00000005339
9	0.55	MED12	ENSG00000184634
10	0.5	TSC2	ENSG00000103197
10	0.5	CTNNB1	ENSG00000168036
10	0.5	PHF6	ENSG00000156531
13	0.45	PIK3CA	ENSG00000121879
13	0.45	TP63	ENSG00000073282
15	0.4	MECP2	ENSG00000169057
15	0.4	UPF3B	ENSG00000125351
15	0.4	TSC1	ENSG00000165699
18	0.35	ARX	ENSG00000004848
18	0.35	PURA	ENSG00000185129
20	0.3	GRIN1	ENSG00000176884
20	0.3	KCNT1	ENSG00000107147
22	0.25	ASXL3	ENSG00000141431
