rank	score	gene_symbol	gene_identifier
1	0.9	DMD	ENSG00000198947
2	0.8	LMNA	ENSG00000160789
3	0.7	COL6A1	ENSG00000142156
3	0.7	COL6A2	ENSG00000142173
3	0.7	COL6A3	ENSG00000163359
6	0.6	RYR1	ENSG00000196218
6	0.6	SEPN1	ENSG00000162430
8	0.5	TTN	ENSG00000155657
8	0.5	FKRP	ENSG00000181027
10	0.4	SGCA	ENSG00000108823
10	0.4	SGCB	ENSG00000163069
10	0.4	SGCD	ENSG00000170624
10	0.4	SGCG	ENSG00000102683
14	0.3	DYSF	ENSG00000135636
14	0.3	MTM1	ENSG00000171100
16	0.2	MYH7	ENSG00000092054
16	0.2	LDB3	ENSG00000122367
