rank	score	gene_symbol	gene_identifier
1	0.95	SLC25A20	ENSG00000178537
2	0.94	ACADM	ENSG00000117054
3	0.93	ETFA	ENSG00000140374
4	0.92	ETF1	ENSG00000120705
5	0.91	ETFB	ENSG00000105379
6	0.89	BTD	ENSG00000169814
7	0.88	HMGCL	ENSG00000117305
8	0.87	HADHA	ENSG00000084754
9	0.86	HADHB	ENSG00000138029
10	0.85	FLAD1	ENSG00000160688
11	0.83	GCDH	ENSG00000105607
12	0.82	PCCA	ENSG00000175198
13	0.81	PCCB	ENSG00000114054
14	0.8	MCCC1	ENSG00000078070
15	0.79	MCCC2	ENSG00000131844
16	0.78	ACADVL	ENSG00000072778
17	0.77	POLG	ENSG00000140521
18	0.76	SCN5A	ENSG00000183873
