rank	score	gene_symbol	gene_identifier
1	0.95	ASXL3	ENSG00000141431
2	0.89	UBE3A	ENSG00000114062
3	0.88	CDKL5	ENSG00000008086
4	0.86	MECP2	ENSG00000169057
5	0.85	SYNGAP1	ENSG00000197283
6	0.83	SPTAN1	ENSG00000197694
7	0.82	FOXG1	ENSG00000176165
8	0.81	ADNP	ENSG00000101126
9	0.79	ARX	ENSG00000004848
10	0.78	STXBP1	ENSG00000136854
11	0.77	PURA	ENSG00000185129
12	0.76	TBR1	ENSG00000136535
13	0.75	SCN1A	ENSG00000144285
14	0.74	SCN2A	ENSG00000136531
15	0.73	KCNT1	ENSG00000107147
16	0.72	SETD5	ENSG00000168137
17	0.71	CNTNAP2	ENSG00000174469
18	0.7	DYNC1H1	ENSG00000197102
19	0.69	PAFAH1B1	ENSG00000007168
20	0.68	DDX3X	ENSG00000215301
