rank	score	gene_symbol	gene_identifier
1	0.9	ARX	ENSG00000004848
2	0.85	CDKL5	ENSG00000008086
2	0.85	MECP2	ENSG00000169057
4	0.8	STXBP1	ENSG00000136854
5	0.75	SCN1A	ENSG00000144285
5	0.75	FOXG1	ENSG00000176165
7	0.7	UBE3A	ENSG00000114062
8	0.65	SLC25A22	ENSG00000177542
9	0.6	TBR1	ENSG00000136535
10	0.55	PAFAH1B1	ENSG00000007168
10	0.55	SPTAN1	ENSG00000197694
12	0.5	MCDR3	
12	0.5	ADGRG1	ENSG00000205336
14	0.45	ZEB2	ENSG00000169554
14	0.45	EHMT1	ENSG00000181090
16	0.4	ASXL3	ENSG00000141431
17	0.35	UPF3B	ENSG00000125351
17	0.35	MED13L	ENSG00000123066
19	0.3	DYRK1A	ENSG00000157540
