rank	score	gene_symbol	gene_identifier
1	0.95	MECP2	ENSG00000169057
2	0.9	CDKL5	ENSG00000008086
3	0.85	UBE3A	ENSG00000114062
4	0.8	FOXG1	ENSG00000176165
5	0.75	SCN1A	ENSG00000144285
6	0.7	ARX	ENSG00000004848
7	0.65	SLC6A8	ENSG00000130821
8	0.6	NTNG1	ENSG00000162631
9	0.55	STXBP1	ENSG00000136854
10	0.5	TSC1	ENSG00000165699
11	0.45	TSC2	ENSG00000103197
12	0.4	FOXRED1	ENSG00000110074
13	0.35	FOLR1	ENSG00000110195
14	0.3	GABRB3	ENSG00000166206
15	0.25	MTHFR	ENSG00000177000
16	0.2	BCKDK	ENSG00000103507
