rank	score	gene_symbol	gene_identifier
1	0.9	MECP2	ENSG00000169057
2	0.8	FMR1	ENSG00000102081
3	0.7	SMN1	ENSG00000172062
4	0.6	DMD	ENSG00000198947
4	0.6	TSC1	ENSG00000165699
4	0.6	TSC2	ENSG00000103197
7	0.5	PTEN	ENSG00000171862
7	0.5	STXBP1	ENSG00000136854
7	0.5	SCN1A	ENSG00000144285
7	0.5	SLC6A8	ENSG00000130821
7	0.5	PAFAH1B1	ENSG00000007168
12	0.4	NTNG1	ENSG00000162631
12	0.4	ARX	ENSG00000004848
12	0.4	CDKL5	ENSG00000008086
12	0.4	SYNGAP1	ENSG00000197283
12	0.4	PURA	ENSG00000185129
12	0.4	FOXG1	ENSG00000176165
18	0.3	ADSL	ENSG00000239900
18	0.3	UBE3A	ENSG00000114062
18	0.3	GATM	ENSG00000171766
18	0.3	MTHFR	ENSG00000177000
22	0.2	NPC1	ENSG00000141458
22	0.2	NPC2	ENSG00000119655
22	0.2	PLP1	ENSG00000123560
22	0.2	VLCAD	
