rank	score	gene_symbol	gene_identifier
1	0.95	GJB2	ENSG00000165474
2	0.9	SLC26A4	ENSG00000091137
3	0.85	OTOF	ENSG00000115155
3	0.85	CDH23	ENSG00000107736
5	0.8	MYO7A	ENSG00000137474
6	0.75	PCDH15	ENSG00000150275
7	0.7	TMC1	ENSG00000165091
7	0.7	USH2A	ENSG00000042781
9	0.65	MYO15A	ENSG00000091536
10	0.6	DFNB31	ENSG00000095397
10	0.6	OTOA	ENSG00000155719
12	0.55	MYO6	ENSG00000196586
13	0.5	CIB2	ENSG00000136425
13	0.5	TECTA	ENSG00000109927
15	0.45	DFNA5	ENSG00000105928
15	0.45	WFS1	ENSG00000109501
17	0.4	LHFPL5	ENSG00000197753
17	0.4	TMPRSS3	ENSG00000160183
19	0.35	POU3F4	ENSG00000196767
19	0.35	COCH	ENSG00000100473
