rank	score	gene_symbol	gene_identifier
1	0.85	FBN1	ENSG00000166147
2	0.82	SLC2A1	ENSG00000117394
3	0.8	PAFAH1B1	ENSG00000007168
3	0.8	SHANK3	ENSG00000251322
5	0.78	ARID1B	ENSG00000049618
5	0.78	MECP2	ENSG00000169057
7	0.75	NRXN1	ENSG00000179915
8	0.73	DYRK1A	ENSG00000157540
9	0.72	SATB2	ENSG00000119042
10	0.7	ADNP	ENSG00000101126
11	0.68	KMT2A	ENSG00000118058
12	0.65	CHD8	ENSG00000100888
13	0.63	SYNGAP1	ENSG00000197283
14	0.6	TSC2	ENSG00000103197
14	0.6	PTEN	ENSG00000171862
16	0.58	SCN2A	ENSG00000136531
17	0.55	ANKRD11	ENSG00000167522
18	0.53	FOXP1	ENSG00000114861
19	0.51	EHMT1	ENSG00000181090
20	0.5	PURA	ENSG00000185129
