rank	score	gene_symbol	gene_identifier
1	0.85	COL2A1	ENSG00000139219
2	0.82	FGFR2	ENSG00000066468
3	0.8	FGFR3	ENSG00000068078
4	0.78	PHEX	ENSG00000102174
5	0.75	DYM	ENSG00000141627
6	0.73	GLI3	ENSG00000106571
7	0.7	IFT140	ENSG00000187535
8	0.67	HNF1B	ENSG00000275410
9	0.65	SOX9	ENSG00000125398
10	0.6	FOXC2	ENSG00000176692
11	0.58	PAX2	ENSG00000075891
12	0.55	SALL4	ENSG00000101115
13	0.53	CHD7	ENSG00000171316
14	0.5	EYA1	ENSG00000104313
15	0.47	BCOR	ENSG00000183337
16	0.45	SMAD4	ENSG00000141646
17	0.42	TWIST1	ENSG00000122691
18	0.4	TGFBR2	ENSG00000163513
