rank	score	gene_symbol	gene_identifier
1	0.9	PMM2	ENSG00000140650
2	0.8	PGM1	ENSG00000079739
3	0.7	ALG6	ENSG00000088035
4	0.6	ATP7B	ENSG00000123191
4	0.6	SRD5A3	ENSG00000128039
6	0.5	ALG1	ENSG00000033011
6	0.5	ALG8	ENSG00000159063
6	0.5	ALG12	ENSG00000182858
9	0.4	ALG3	ENSG00000214160
9	0.4	DDOST	ENSG00000244038
11	0.3	MPI	ENSG00000178802
11	0.3	COG7	ENSG00000168434
11	0.3	SLC37A4	ENSG00000137700
14	0.2	HMGCR	ENSG00000113161
14	0.2	LDLR	ENSG00000130164
16	0.1	APOB	ENSG00000084674
16	0.1	PCSK9	ENSG00000169174
