rank	score	gene_symbol	gene_identifier
1	0.95	SPG11	ENSG00000104133
2	0.9	ATL1	ENSG00000198513
3	0.85	SPAST	ENSG00000021574
4	0.8	KIF5A	ENSG00000155980
5	0.75	REEP1	ENSG00000068615
6	0.7	SPG7	ENSG00000197912
7	0.65	CYP7B1	ENSG00000172817
8	0.6	NIPA1	ENSG00000170113
9	0.55	PLP1	ENSG00000123560
10	0.5	L1CAM	ENSG00000198910
11	0.45	SPG21	ENSG00000090487
12	0.4	ZFYVE27	ENSG00000155256
13	0.35	SPG20	ENSG00000133104
14	0.3	FA2H	ENSG00000103089
15	0.25	GJC2	ENSG00000198835
16	0.2	TUBB4A	ENSG00000104833
17	0.15	SPG10	ENSG00000155980
18	0.1	HSPD1	ENSG00000144381
19	0.05	BSCL2	ENSG00000168000
