rank	score	gene_symbol	gene_identifier
1	0.9	FMR1	ENSG00000102081
2	0.85	MECP2	ENSG00000169057
3	0.8	DYRK1A	ENSG00000157540
4	0.75	UBE3A	ENSG00000114062
5	0.7	TSC1	ENSG00000165699
5	0.7	TSC2	ENSG00000103197
7	0.65	SCN1A	ENSG00000144285
8	0.6	PTEN	ENSG00000171862
8	0.6	SHANK3	ENSG00000251322
10	0.55	CHD8	ENSG00000100888
10	0.55	SYNGAP1	ENSG00000197283
12	0.5	NRXN1	ENSG00000179915
13	0.45	PURA	ENSG00000185129
13	0.45	ADNP	ENSG00000101126
15	0.4	FOXP1	ENSG00000114861
16	0.35	GATAD1	ENSG00000157259
16	0.35	ANKRD11	ENSG00000167522
18	0.3	DMD	ENSG00000198947
18	0.3	NLGN4X	ENSG00000146938
20	0.25	KMT2A	ENSG00000118058
21	0.2	MED12	ENSG00000184634
