rank	score	gene_symbol	gene_identifier
1	0.95	GJB2	ENSG00000165474
2	0.9	SLC26A4	ENSG00000091137
3	0.85	OTOF	ENSG00000115155
4	0.8	CDH23	ENSG00000107736
5	0.75	USH2A	ENSG00000042781
6	0.7	MYO7A	ENSG00000137474
7	0.65	TMC1	ENSG00000165091
8	0.6	MYO15A	ENSG00000091536
9	0.55	PCDH15	ENSG00000150275
10	0.5	CIB2	ENSG00000136425
11	0.45	OTOGL	ENSG00000165899
12	0.4	OTOG	ENSG00000188162
13	0.35	TMIE	ENSG00000181585
14	0.3	LHFPL5	ENSG00000197753
15	0.25	TRIOBP	ENSG00000100106
16	0.2	DFNA5	ENSG00000105928
17	0.15	DFNB31	ENSG00000095397
18	0.1	TECTA	ENSG00000109927
19	0.05	WFS1	ENSG00000109501
