rank	score	gene_symbol	gene_identifier
1	0.95	MYH7	ENSG00000092054
2	0.93	TNNT2	ENSG00000118194
3	0.9	TPM1	ENSG00000140416
4	0.88	MYBPC3	ENSG00000134571
5	0.86	TNNI3	ENSG00000129991
6	0.85	LMNA	ENSG00000160789
7	0.83	SCN5A	ENSG00000183873
8	0.81	DSP	ENSG00000096696
9	0.8	PLN	ENSG00000198523
10	0.79	ACTC1	ENSG00000159251
11	0.77	TTN	ENSG00000155657
12	0.76	MYL2	ENSG00000111245
13	0.74	MYL3	ENSG00000160808
14	0.72	CSRP3	ENSG00000129170
15	0.7	TCAP	ENSG00000173991
16	0.68	RYR2	ENSG00000198626
17	0.67	PKP2	ENSG00000057294
18	0.65	DES	ENSG00000175084
19	0.63	SGCD	ENSG00000170624
20	0.61	DMD	ENSG00000198947
