rank	score	gene_symbol	gene_identifier
1	0.95	MYH9	ENSG00000100345
2	0.9	RUNX1	ENSG00000159216
3	0.85	ANKRD26	ENSG00000107890
4	0.8	FLI1	ENSG00000151702
5	0.75	GATA1	ENSG00000102145
6	0.7	WAS	ENSG00000015285
7	0.65	BLOC1S6	ENSG00000104164
8	0.6	ITGA2B	ENSG00000005961
9	0.55	ITGB3	ENSG00000259207
10	0.5	SLFN14	ENSG00000236320
11	0.45	TBXAS1	ENSG00000059377
12	0.4	ACTN1	ENSG00000072110
13	0.35	ETV6	ENSG00000139083
14	0.3	GP1BA	ENSG00000185245
15	0.25	MPL	ENSG00000117400
16	0.2	GP1BB	ENSG00000203618
17	0.15	GP9	ENSG00000169704
18	0.1	HOXA11	ENSG00000005073
