rank	score	gene_symbol	gene_identifier
1	0.9	MECP2	ENSG00000169057
2	0.85	SCN1A	ENSG00000144285
3	0.8	FMR1	ENSG00000102081
4	0.75	SYNGAP1	ENSG00000197283
5	0.7	TSC1	ENSG00000165699
5	0.7	TSC2	ENSG00000103197
7	0.65	PTEN	ENSG00000171862
8	0.6	SHANK3	ENSG00000251322
8	0.6	CHD8	ENSG00000100888
10	0.55	ADNP	ENSG00000101126
10	0.55	ANKRD11	ENSG00000167522
12	0.5	DYRK1A	ENSG00000157540
12	0.5	FOXP1	ENSG00000114861
14	0.45	STXBP1	ENSG00000136854
14	0.45	ARID1B	ENSG00000049618
16	0.4	GABRA1	ENSG00000022355
16	0.4	UBE3A	ENSG00000114062
18	0.35	PURA	ENSG00000185129
18	0.35	SPTAN1	ENSG00000197694
20	0.3	NPRL3	ENSG00000103148
20	0.3	CDKL5	ENSG00000008086
22	0.25	SLC6A1	ENSG00000157103
22	0.25	GRIN2B	ENSG00000273079
24	0.2	SOD1	ENSG00000142168
