rank	score	gene_symbol	gene_identifier
1	0.9	MYH9	ENSG00000100345
2	0.85	RUNX1	ENSG00000159216
3	0.8	GATA1	ENSG00000102145
4	0.75	ANKRD26	ENSG00000107890
5	0.7	EPO	ENSG00000130427
6	0.65	ABCB7	ENSG00000131269
7	0.6	TP53	ENSG00000141510
8	0.55	FLT3	ENSG00000122025
9	0.5	JAK2	ENSG00000096968
10	0.45	TET2	ENSG00000168769
11	0.4	DNMT3A	ENSG00000119772
12	0.35	FBXW7	ENSG00000109670
13	0.3	SF3B1	ENSG00000115524
14	0.25	ASXL1	ENSG00000171456
15	0.2	SRSF2	ENSG00000161547
16	0.15	U2AF1	ENSG00000160201
17	0.1	ZRSR2	ENSG00000169249
