rank	score	gene_symbol	gene_identifier
1	0.85	SMN1	ENSG00000172062
2	0.8	DMD	ENSG00000198947
3	0.7	COL6A1	ENSG00000142156
3	0.7	COL6A2	ENSG00000142173
3	0.7	COL6A3	ENSG00000163359
6	0.65	SEPN1	ENSG00000162430
7	0.6	RYR1	ENSG00000196218
8	0.55	TTN	ENSG00000155657
9	0.5	NEB	ENSG00000183091
10	0.45	FKRP	ENSG00000181027
11	0.4	DOK7	ENSG00000175920
12	0.35	MTM1	ENSG00000171100
13	0.3	LMNA	ENSG00000160789
14	0.25	POMT1	ENSG00000130714
15	0.2	POMT2	ENSG00000009830
16	0.15	DYSF	ENSG00000135636
17	0.1	GAA	ENSG00000171298
