rank	score	gene_symbol	gene_identifier
1	0.9	SOX9	ENSG00000125398
2	0.85	KMT2A	ENSG00000118058
3	0.8	CREBBP	ENSG00000005339
3	0.8	EYA1	ENSG00000104313
5	0.75	PAX6	ENSG00000007372
5	0.75	EP300	ENSG00000100393
7	0.7	TP63	ENSG00000073282
7	0.7	FGFR3	ENSG00000068078
9	0.65	PTEN	ENSG00000171862
10	0.6	NHS	ENSG00000188158
10	0.6	BCOR	ENSG00000183337
10	0.6	NF1	ENSG00000196712
13	0.55	RBBP8	ENSG00000101773
13	0.55	BRCA1	ENSG00000012048
13	0.55	BRCA2	ENSG00000139618
16	0.5	GJB6	ENSG00000121742
16	0.5	SMARCA4	ENSG00000127616
16	0.5	BBS1	ENSG00000174483
19	0.45	BBS10	ENSG00000179941
19	0.45	ALMS1	ENSG00000116127
