rank	score	gene_symbol	gene_identifier
1	0.95	RPGR	ENSG00000156313
2	0.9	RHO	ENSG00000163914
3	0.85	PDE6B	ENSG00000133256
4	0.8	USH2A	ENSG00000042781
4	0.8	RP2	ENSG00000102218
6	0.75	PDE6A	ENSG00000132915
6	0.75	PRPH2	ENSG00000112619
8	0.7	ABCA4	ENSG00000198691
9	0.65	RLBP1	ENSG00000140522
10	0.6	ROM1	ENSG00000149489
10	0.6	CRX	ENSG00000105392
12	0.55	RPE65	ENSG00000116745
12	0.55	RDH12	ENSG00000139988
14	0.5	RP1	ENSG00000104237
14	0.5	RP9	ENSG00000164610
14	0.5	IMPDH1	ENSG00000106348
17	0.45	NR2E3	ENSG00000278570
17	0.45	CNGB1	ENSG00000070729
19	0.4	CRB1	ENSG00000134376
19	0.4	SAG	ENSG00000130561
21	0.35	CNGA1	ENSG00000198515
21	0.35	TULP1	ENSG00000112041
23	0.3	KLHL7	ENSG00000122550
23	0.3	PDE6G	ENSG00000185527
25	0.25	PROM1	ENSG00000007062
25	0.25	MERTK	ENSG00000153208
27	0.2	BEST1	ENSG00000167995
