rank	score	gene_symbol	gene_identifier
1	0.95	DYRK1A	ENSG00000157540
2	0.9	MECP2	ENSG00000169057
3	0.88	KMT2A	ENSG00000118058
4	0.86	NSD1	ENSG00000165671
5	0.85	ARID1B	ENSG00000049618
5	0.85	CREBBP	ENSG00000005339
7	0.82	MED13L	ENSG00000123066
8	0.8	PTEN	ENSG00000171862
8	0.8	SHANK3	ENSG00000251322
10	0.79	SYNGAP1	ENSG00000197283
11	0.78	ANKRD11	ENSG00000167522
12	0.77	ASXL1	ENSG00000171456
13	0.76	TBR1	ENSG00000136535
14	0.75	ADNP	ENSG00000101126
15	0.73	CHD8	ENSG00000100888
16	0.71	CTNNB1	ENSG00000168036
17	0.7	SATB2	ENSG00000119042
18	0.69	PURA	ENSG00000185129
19	0.68	FOXP1	ENSG00000114861
20	0.66	EHMT1	ENSG00000181090
21	0.65	PACS1	ENSG00000175115
22	0.64	SCN2A	ENSG00000136531
23	0.63	SLC6A1	ENSG00000157103
24	0.62	UBTF	ENSG00000108312
25	0.6	GNAO1	ENSG00000087258
