rank	score	gene_symbol	gene_identifier
1	0.9	MECP2	ENSG00000169057
2	0.85	TSC1	ENSG00000165699
2	0.85	TSC2	ENSG00000103197
4	0.8	PLP1	ENSG00000123560
5	0.75	GNAO1	ENSG00000087258
5	0.75	SPTAN1	ENSG00000197694
5	0.75	KCNQ2	ENSG00000075043
5	0.75	KCNQ3	ENSG00000184156
9	0.7	CDKL5	ENSG00000008086
9	0.7	ARX	ENSG00000004848
9	0.7	PAFAH1B1	ENSG00000007168
12	0.65	NTNG1	ENSG00000162631
12	0.65	CNTNAP2	ENSG00000174469
14	0.6	FOLR1	ENSG00000110195
14	0.6	APTX	ENSG00000137074
14	0.6	ATP1A3	ENSG00000105409
14	0.6	DARS	ENSG00000115866
14	0.6	ALDH7A1	ENSG00000164904
14	0.6	AMT	ENSG00000145020
20	0.55	SLC25A22	ENSG00000177542
20	0.55	WDR45	ENSG00000196998
20	0.55	PLA2G6	ENSG00000184381
20	0.55	UBE3A	ENSG00000114062
20	0.55	SACS	ENSG00000151835
25	0.5	FOXG1	ENSG00000176165
