rank	score	gene_symbol	gene_identifier
1	0.9	SNCA	ENSG00000145335
2	0.85	PARK2	ENSG00000185345
2	0.85	PINK1	ENSG00000158828
2	0.85	LRRK2	ENSG00000188906
5	0.8	GBA	ENSG00000177628
6	0.75	PARK7	ENSG00000116288
6	0.75	DJ1	
8	0.7	VPS35	ENSG00000069329
9	0.65	ATP13A2	ENSG00000159363
10	0.6	PLA2G6	ENSG00000184381
10	0.6	FBXO7	ENSG00000100225
12	0.5	UCHL1	ENSG00000154277
12	0.5	SNCB	ENSG00000074317
14	0.45	GCH1	ENSG00000131979
14	0.45	TH	ENSG00000180176
14	0.45	SPR	ENSG00000116096
17	0.4	PARK10	
18	0.35	PARK12	
18	0.35	PARK16	
20	0.3	SYNJ1	ENSG00000159082
20	0.3	DNAJC6	ENSG00000116675
22	0.25	CHCHD2	ENSG00000106153
