rank	score	gene_symbol	gene_identifier
1	0.95	PAX6	ENSG00000007372
2	0.85	FOXE3	ENSG00000186790
3	0.8	SOX2	ENSG00000181449
4	0.7	OTX2	ENSG00000165588
5	0.65	CHD7	ENSG00000171316
6	0.6	BCOR	ENSG00000183337
7	0.55	KAT6B	ENSG00000156650
8	0.5	ACTB	ENSG00000075624
9	0.45	ACTG1	ENSG00000184009
10	0.4	COL4A1	ENSG00000187498
11	0.35	SALL1	ENSG00000103449
12	0.3	TCOF1	ENSG00000070814
13	0.25	EYA1	ENSG00000104313
14	0.2	GDF3	ENSG00000184344
15	0.15	VSX2	ENSG00000119614
16	0.1	SMOC1	ENSG00000198732
17	0.05	PITX2	ENSG00000164093
