rank	score	gene_symbol	gene_identifier
1	0.9	SLC25A20	ENSG00000178537
2	0.85	POLG	ENSG00000140521
3	0.8	CPT2	ENSG00000157184
3	0.8	RYR1	ENSG00000196218
5	0.75	DMPK	ENSG00000104936
6	0.7	GAA	ENSG00000171298
6	0.7	ASL	ENSG00000126522
8	0.65	ARG1	ENSG00000118520
9	0.6	TK2	ENSG00000166548
9	0.6	MTTP	ENSG00000138823
11	0.55	TTPA	ENSG00000137561
11	0.55	ETFA	ENSG00000140374
11	0.55	ETFDH	ENSG00000171503
14	0.5	FLAD1	ENSG00000160688
14	0.5	ACADM	ENSG00000117054
16	0.45	LAMP2	ENSG00000005893
17	0.4	CLCN1	ENSG00000188037
17	0.4	SCN4A	ENSG00000007314
19	0.35	CAV3	ENSG00000182533
20	0.3	ANKRD1	ENSG00000148677
