rank	score	gene_symbol	gene_identifier
1	0.9	CHD7	ENSG00000171316
2	0.85	FOXP1	ENSG00000114861
3	0.8	TSC1	ENSG00000165699
3	0.8	TSC2	ENSG00000103197
5	0.75	FMR1	ENSG00000102081
5	0.75	MECP2	ENSG00000169057
7	0.7	UBE3A	ENSG00000114062
7	0.7	ADNP	ENSG00000101126
9	0.65	PTEN	ENSG00000171862
9	0.65	SYNGAP1	ENSG00000197283
11	0.6	PAX6	ENSG00000007372
12	0.55	SRY	ENSG00000184895
13	0.5	SOX9	ENSG00000125398
13	0.5	KMT2D	ENSG00000167548
15	0.45	OTX2	ENSG00000165588
16	0.4	ARX	ENSG00000004848
16	0.4	HOXA13	ENSG00000106031
18	0.35	HOXD13	ENSG00000128714
19	0.3	BMP4	ENSG00000125378
20	0.25	NOG	ENSG00000183691
21	0.2	MTHFR	ENSG00000177000
