rank	score	gene_symbol	gene_identifier
1	0.9	FGFR2	ENSG00000066468
2	0.8	KAT6B	ENSG00000156650
3	0.7	TP63	ENSG00000073282
4	0.6	EP300	ENSG00000100393
4	0.6	CREBBP	ENSG00000005339
6	0.5	EFTUD2	ENSG00000108883
6	0.5	TGFBR1	ENSG00000106799
6	0.5	TGFBR2	ENSG00000163513
9	0.4	SMAD4	ENSG00000141646
9	0.4	GLI3	ENSG00000106571
9	0.4	PTEN	ENSG00000171862
9	0.4	SOX9	ENSG00000125398
13	0.3	FBN1	ENSG00000166147
13	0.3	ALK	ENSG00000171094
13	0.3	HRAS	ENSG00000174775
13	0.3	KRAS	ENSG00000133703
13	0.3	PTPN11	ENSG00000179295
13	0.3	BRAF	ENSG00000157764
19	0.2	RAF1	ENSG00000132155
19	0.2	SHOC2	ENSG00000108061
19	0.2	CBL	ENSG00000110395
19	0.2	MAP2K1	ENSG00000169032
19	0.2	MAP2K2	ENSG00000126934
24	0.1	SPRED1	ENSG00000166068
