rank	score	gene_symbol	gene_identifier
1	0.9	JAK2	ENSG00000096968
2	0.85	MPL	ENSG00000117400
3	0.8	CALR	ENSG00000179218
4	0.7	TET2	ENSG00000168769
5	0.65	ASXL1	ENSG00000171456
6	0.6	DNMT3A	ENSG00000119772
7	0.55	SF3B1	ENSG00000115524
8	0.5	SRSF2	ENSG00000161547
9	0.45	U2AF1	ENSG00000160201
10	0.4	TP53	ENSG00000141510
11	0.35	NPM1	ENSG00000181163
12	0.3	FLT3	ENSG00000122025
13	0.25	CBL	ENSG00000110395
14	0.2	RUNX1	ENSG00000159216
15	0.15	GATA1	ENSG00000102145
16	0.1	ANKRD26	ENSG00000107890
17	0.05	ETV6	ENSG00000139083
