rank	score	gene_symbol	gene_identifier
1	0.9	PAX6	ENSG00000007372
2	0.8	FOXC1	ENSG00000054598
3	0.7	SOX2	ENSG00000181449
4	0.6	CHD7	ENSG00000171316
4	0.6	KAT6B	ENSG00000156650
6	0.5	TP63	ENSG00000073282
6	0.5	EYA1	ENSG00000104313
6	0.5	SALL1	ENSG00000103449
9	0.4	MYCN	ENSG00000134323
9	0.4	FOXF2	ENSG00000137273
9	0.4	PTCH1	ENSG00000185920
12	0.3	GJA1	ENSG00000152661
12	0.3	CTNNB1	ENSG00000168036
14	0.2	KMT2D	ENSG00000167548
14	0.2	AFF4	ENSG00000072364
14	0.2	BCOR	ENSG00000183337
17	0.1	SMAD4	ENSG00000141646
17	0.1	JAG1	ENSG00000101384
