rank	score	gene_symbol	gene_identifier
1	0.9	MECP2	ENSG00000169057
2	0.85	SCN1A	ENSG00000144285
2	0.85	CDKL5	ENSG00000008086
4	0.8	FOXG1	ENSG00000176165
5	0.75	ARX	ENSG00000004848
6	0.7	TSC1	ENSG00000165699
6	0.7	TSC2	ENSG00000103197
8	0.65	PTEN	ENSG00000171862
8	0.65	UBE3A	ENSG00000114062
10	0.6	STXBP1	ENSG00000136854
10	0.6	PCHD19	
12	0.55	SPTAN1	ENSG00000197694
12	0.55	GRIN1	ENSG00000176884
14	0.5	GRIN2B	ENSG00000273079
14	0.5	GABRA1	ENSG00000022355
16	0.45	SLC6A1	ENSG00000157103
17	0.4	SQSTM1	ENSG00000161011
17	0.4	DYRK1A	ENSG00000157540
19	0.35	NLGN4X	ENSG00000146938
20	0.3	FMR1	ENSG00000102081
