rank	score	gene_symbol	gene_identifier
1	0.9	FGFR2	ENSG00000066468
2	0.85	FGFR3	ENSG00000068078
3	0.7	PAX3	ENSG00000135903
4	0.65	TWIST1	ENSG00000122691
5	0.6	EFNB1	ENSG00000090776
6	0.55	TGFBR2	ENSG00000163513
7	0.5	KRAS	ENSG00000133703
7	0.5	FGFR1	ENSG00000077782
9	0.45	SMAD3	ENSG00000166949
9	0.45	FBN1	ENSG00000166147
11	0.4	SKI	ENSG00000157933
11	0.4	GNAQ	ENSG00000156052
13	0.35	KMT2D	ENSG00000167548
13	0.35	KDM6A	ENSG00000147050
15	0.3	CHD7	ENSG00000171316
16	0.25	SOX9	ENSG00000125398
16	0.25	PAX9	ENSG00000198807
18	0.2	MSX2	ENSG00000120149
