rank	score	gene_symbol	gene_identifier
1	0.9	MECP2	ENSG00000169057
2	0.8	SCN1A	ENSG00000144285
3	0.7	CDKL5	ENSG00000008086
4	0.65	ARX	ENSG00000004848
5	0.6	FOXG1	ENSG00000176165
6	0.55	UBE3A	ENSG00000114062
7	0.5	SLC2A1	ENSG00000117394
8	0.45	ADNP	ENSG00000101126
9	0.4	STXBP1	ENSG00000136854
10	0.35	TBR1	ENSG00000136535
11	0.3	SYNGAP1	ENSG00000197283
12	0.25	PAFAH1B1	ENSG00000007168
13	0.2	DCX	ENSG00000077279
14	0.15	NTNG1	ENSG00000162631
15	0.1	DCC	ENSG00000187323
16	0.05	KCNQ2	ENSG00000075043
