rank	score	gene_symbol	gene_identifier
1	0.95	RUNX1	ENSG00000159216
2	0.85	CBFA2T3-GLIS2	
3	0.8	FLT3	ENSG00000122025
4	0.75	NPM1	ENSG00000181163
5	0.7	CEBPA	ENSG00000245848
6	0.65	KIT	ENSG00000157404
7	0.6	TP53	ENSG00000141510
8	0.55	TET2	ENSG00000168769
9	0.5	DNMT3A	ENSG00000119772
10	0.45	ASXL1	ENSG00000171456
11	0.4	IDH1	ENSG00000138413
12	0.35	IDH2	ENSG00000182054
13	0.3	WT1	ENSG00000184937
14	0.25	PTPN11	ENSG00000179295
15	0.2	APC	ENSG00000134982
16	0.15	ETV6	ENSG00000139083
17	0.1	STAG2	ENSG00000101972
18	0.05	JAK2	ENSG00000096968
